0	0.000002	0.000002
1	0.000001	0.000001
2	0.000001	0.000001
3	0.000001	0.000001
4	0.000001	0.000002
5	0.000001	0.000001
6	0.000001	0.000002
7	0.000001	0.000001
8	0.000001	0.000001
9	0.000001	0.000001
10	0.000002	0.000002
11	0.000001	0.000001
12	0.000001	0.000002
13	0.000001	0.000001
14	0.000001	0.000001
15	0.000001	0.000001
16	0.000001	0.000001
17	0.000001	0.000001
18	0.000001	0.000001
19	0.000002	0.000001
20	0.000001	0.000001
21	0.000001	0.000002
22	0.000001	0.000001
23	0.000001	0.000001
24	0.000002	0.000002
25	0.000001	0.000001
26	0.000001	0.000001
27	0.000002	0.000001
28	0.000001	0.000001
29	0.000001	0.000001
30	0.000001	0.000001
31	0.000001	0.000001
32	0.000001	0.000002
33	0.000001	0.000001
34	0.000001	0.000001
35	0.000001	0.000002
36	0.000001	0.000001
37	0.000001	0.000001
38	0.000001	0.000001
39	0.000002	0.000001
40	0.000001	0.000001
41	0.000001	0.000001
42	0.000002	0.000001
43	0.000002	0.000001
44	0.000001	0.000001
45	0.000001	0.000001
46	0.000001	0.000001
47	0.000002	0.000002
48	0.000001	0.000001
49	0.000001	0.000001
50	0.000001	0.000001
51	0.000001	0.000001
52	0.000002	0.000002
53	0.000002	0.000002
54	0.000001	0.000001
55	0.000001	0.000001
56	0.000001	0.000001
57	0.000001	0.000001
58	0.000001	0.000001
59	0.000001	0.000001
60	0.000002	0.000001
61	0.000002	0.000001
62	0.000002	0.000002
63	0.000002	0.000002
64	0.000002	0.000002
65	0.000002	0.000002
66	0.000002	0.000002
67	0.000002	0.000001
68	0.000002	0.000001
69	0.000002	0.000001
70	0.000002	0.000002
71	0.000002	0.000002
72	0.000002	0.000002
73	0.000002	0.000002
74	0.000002	0.000002
75	0.000002	0.000002
76	0.000002	0.000002
77	0.000002	0.000001
78	0.000002	0.000001
79	0.000001	0.000001
80	0.000001	0.000001
81	0.000001	0.000001
82	0.000002	0.000002
83	0.000002	0.000002
84	0.000002	0.000002
85	0.000002	0.000001
86	0.000001	0.000001
87	0.000001	0.000001
88	0.000002	0.000002
89	0.000002	0.000001
90	0.000002	0.000001
91	0.000001	0.000001
92	0.000002	0.000002
93	0.000002	0.000002
94	0.000002	0.000001
95	0.000001	0.000001
96	0.000002	0.000002
97	0.000002	0.000001
98	0.000002	0.000001
